title,link,image,source,category,datetime
‘Don’t overburden him’: Former India star on why Shubman Gill’s ODI captaincy came too soon,https://indianexpress.com/article/sports/cricket/shubman-gill-india-captain-mohammed-kaif-10291028/,https://images.indianexpress.com/2025/10/shubman-gill-pti-3.jpg,Indian Express,sports,"6 Oct 2025, 18:22"
"Superhuman lives of para athletes: Engineering at Purdue Uni, teaching ukulele, handling Christmas sales at Tesco, an NHS nurse & aspiring detective",https://indianexpress.com/article/sports/sport-others/superhuman-lives-of-para-athletes-beyond-medals-joel-gomez-taylor-swanson-victoria-jade-levitt-luca-ekler-10290889/,https://images.indianexpress.com/2025/10/para-athletics-1.jpg,Indian Express,sports,"6 Oct 2025, 18:18"
"‘Ha bilkul,’ says Sunil Gavaskar reacting to question on more bad news about Rohit and Kohli around corner: ‘Of course. If you are non-committal…be ready’",https://indianexpress.com/article/sports/cricket/sunil-gavaskar-rohit-sharma-odi-captaincy-shubman-gill-ind-vs-aus-10290991/,https://images.indianexpress.com/2025/10/Rohit.jpg,Indian Express,sports,"6 Oct 2025, 17:07"
Ab de Villiers says Abhishek Sharma will enjoy Australian conditions: ‘There’s quite a bit of bounce…He likes freeing up his arms’,https://indianexpress.com/article/sports/cricket/ab-de-villiers-abhishek-sharma-ind-vs-aus-10290852/,https://images.indianexpress.com/2025/10/abhishek-sharma-2.jpg,Indian Express,sports,"6 Oct 2025, 15:51"
"Women’s World Cup 2025 Points Table, Teams Ranking, Standings, Results, Net Run-Rate",https://indianexpress.com/article/sports/cricket/womens-world-cup-2025-points-table-teams-ranking-standings-results-net-run-rate-10290559/,https://images.indianexpress.com/2025/10/harmanpreet-kaur-2.jpg,Indian Express,sports,"6 Oct 2025, 14:16"
WATCH: D Gukesh calmly resets his board after Hikaru Nakamura throws world champion’s king into crowd,https://indianexpress.com/article/sports/chess/watch-d-gukesh-resets-board-hikaru-nakamura-throws-king-crowd-10290560/,https://images.indianexpress.com/2025/10/D-GUKESH-VS-NIKARU-NAKAMURA.jpg,Indian Express,sports,"6 Oct 2025, 14:06"
Checkmate organisers troll FIDE’s Emil Sutovsky after Nakamura-Gukesh incident: ‘We sincerely apologize if players and fans had a good time’,https://indianexpress.com/article/sports/chess/checkmate-troll-fide-emil-sutovsky-after-nakamura-gukesh-incident-10290341/,https://images.indianexpress.com/2025/10/hikaru-nakamura-throws-gukeshs-king.jpg,Indian Express,sports,"6 Oct 2025, 12:05"
"‘If Root came to me, I would just walk away’: Siraj reveals why he did not talk, or even look, at Joe Root in England",https://indianexpress.com/article/sports/cricket/mohammed-siraj-joe-root-fake-agression-comment-idea-exchange-10290275/,https://images.indianexpress.com/2025/08/Siraj-12.jpg,Indian Express,sports,"6 Oct 2025, 11:05"
"Lack of balance in defence, players not used to pressing system: Liverpool’s tactical conundrum after summer of massive spending",https://indianexpress.com/article/sports/football/lack-balance-defence-pressing-system-liverpools-tactical-conundrum-10290199/,https://images.indianexpress.com/2025/10/VIRGIN-VAN-DIJK-FOOTBALL-COLUMN.jpg,Indian Express,sports,"6 Oct 2025, 09:58"
"Mohammed Siraj to The Indian Express: ‘Would’ve played one more Test in England, if it was there’",https://indianexpress.com/article/sports/cricket/mohammed-siraj-indian-express-idea-exchange-interview-england-hero-10290148/,https://images.indianexpress.com/2025/09/Siraj-18.jpg,Indian Express,sports,"6 Oct 2025, 11:20"
"‘Why is he still in the team?’: Ajit Agarkar and Co acted in ‘great haste’ in stripping Rohit Sharma of captaincy, says former selector",https://indianexpress.com/article/sports/cricket/rohit-sharma-india-team-ajit-agarkar-acted-in-great-haste-10289725/,https://images.indianexpress.com/2025/10/ROHIT-SHARMA-AMIT-CHAKRAVARTHY.jpg,Indian Express,sports,"6 Oct 2025, 08:30"
Australia World Cup winner predicts defeat for Shubman Gill in his first series as India’s ODI captain,https://indianexpress.com/article/sports/cricket/shubman-gill-first-series-india-captain-australia-aaron-finch-10289929/,https://images.indianexpress.com/2025/10/gill-ap-1.jpg,Indian Express,sports,"6 Oct 2025, 08:28"
Mohammed Siraj interview: Pacer shares advice MS Dhoni gave him — ‘Don’t pay attention to what world says’,https://indianexpress.com/article/sports/cricket/mohammed-siraj-at-idea-exchange-god-had-written-ja-hero-ban-ja-tu-become-a-hero-10289814/,https://images.indianexpress.com/2025/10/Siraj_76a9ee.jpg,Indian Express,sports,"6 Oct 2025, 16:25"
19 matches and out: Crystal Palace’s remarkable 6-month unbeaten streak is over,https://indianexpress.com/article/sports/football/19-matches-and-out-crystal-palaces-remarkable-6-month-unbeaten-streak-is-over-10289838/,https://images.indianexpress.com/2025/10/crystal-palace.jpg,Indian Express,sports,"6 Oct 2025, 00:57"
"Friends, training partners Preethi Pal and Simran Sharma revel in each other’s success as they win individual sprint medals",https://indianexpress.com/article/sports/sport-others/world-para-athletics-championships-preethi-pal-simran-sharma-10289819/,https://images.indianexpress.com/2025/10/preeti-pal.jpg,Indian Express,sports,"6 Oct 2025, 00:51"
Women’s World Cup: India beat Pakistan to maintain perfect record at 12-0 despite a glitchy performance in all three departments,https://indianexpress.com/article/sports/cricket/india-vs-pakistan-12-0-icc-womens-world-cup-2025-colombo-10289801/,https://images.indianexpress.com/2025/10/harmanpreet-kaur-1.jpg,Indian Express,sports,"6 Oct 2025, 05:32"
"India’s highest medal count, drop on standings and most track para medals: Highlights of 2025 World Para Athletics Championships",https://indianexpress.com/article/sports/sport-others/indias-highest-medal-count-drop-on-standings-and-most-track-para-medals-10289785/,https://images.indianexpress.com/2025/10/sumit-antil-ani-2.jpg,Indian Express,sports,"6 Oct 2025, 00:26"
World Para Athletics Championships: Navdeep Singh wins final Indian medal – a silver – in javelin F41 as hosts finish with biggest haul,https://indianexpress.com/article/sports/sport-others/world-para-athletics-championships-navdeep-singh-wins-final-indian-medal-a-silver-in-javelin-f41-as-hosts-finish-with-biggest-haul-10289783/,https://images.indianexpress.com/2025/10/navdeep.jpg,Indian Express,sports,"5 Oct 2025, 23:55"
Sunil Chhetri in Khalid Jamil’s 23-member India squad for crucial Asian Cup qualifier match vs Singapore,https://indianexpress.com/article/sports/football/sunil-chhetri-in-khalid-jamils-23-member-india-squad-for-crucial-asian-cup-qualifier-match-vs-singapore-10289778/,https://images.indianexpress.com/2025/10/khalid-jamil-aiff-3-1.jpg,Indian Express,sports,"5 Oct 2025, 23:42"
World Para Athletics Championships: How parents of India’s triumphant para athletes soaked in the glory of their champion children,https://indianexpress.com/article/sports/sport-others/how-parents-of-indias-triumphant-para-athletes-soaked-in-the-glory-of-their-champion-children-10289748/,https://images.indianexpress.com/2025/10/yogesh-kathuniya-express-photo-pritish.jpg,Indian Express,sports,"5 Oct 2025, 23:28"
"Prabhsimran’s blazing ton, Iyer-Parag fifties guide India A to 2-1 series win over Australia A",https://indianexpress.com/article/sports/cricket/prabhsimrans-blazing-ton-iyer-parag-fifties-guide-india-a-to-2-1-series-win-over-australia-a-10289741/,https://images.indianexpress.com/2025/10/Prabhsimran.jpg,Indian Express,sports,"5 Oct 2025, 23:12"
"Virat Kohli, Rohit Sharma should play domestic cricket if they want to play 2027 World Cup: Irfan Pathan",https://indianexpress.com/article/sports/cricket/virat-kohli-rohit-sharma-domestic-2027-world-cup-irfan-pathan-10289718/,https://images.indianexpress.com/2025/10/rohit-kohli-reuters.jpg,Indian Express,sports,"5 Oct 2025, 22:42"
Zverev ousted by 54th-ranked Rinderknech in his opening match at Shanghai Masters,https://www.hindustantimes.com/sports/tennis/zverev-ousted-by-54th-ranked-rinderknech-in-his-opening-match-at-shanghai-masters-101759757963863.html,https://www.hindustantimes.com/ht-img/img/2025/07/10/550x309/tennis1_1752144514046_1752144533084.jpg,Hindustan Times,sports,"6 Oct 2025, 19:09"
"Gukesh's calm, composed reaction shows class after Hikaru throws his king: Watch",https://www.hindustantimes.com/sports/others/d-gukeshs-calm-and-composed-reaction-shows-class-resets-board-after-hikaru-nakamura-throws-king-into-the-crowd-watch-101759754775636.html,https://www.hindustantimes.com/ht-img/img/2025/10/06/550x309/1000094238_1759755695443_1759755709675.jpg,Hindustan Times,sports,"6 Oct 2025, 18:33"
Kasparov reacts to Hikaru Nakamura's controversial celebration against D Gukesh,https://www.hindustantimes.com/sports/others/garry-kasparov-reacts-to-hikaru-nakamuras-controversial-celebration-against-d-gukesh-carlsens-coach-backs-american-gm-101759751295696.html,https://www.hindustantimes.com/ht-img/img/2025/10/06/550x309/1000094222_1759751872186_1759751882458.jpg,Hindustan Times,sports,"6 Oct 2025, 17:30"
"Hikaru finds support after throwing Gukesh's king, organisers troll FIDE CEO",https://www.hindustantimes.com/sports/others/hikaru-nakamura-finds-support-amid-backlash-after-throwing-d-gukeshs-king-organisers-troll-fide-ceo-in-brutal-remark-101759745243999.html,https://www.hindustantimes.com/ht-img/img/2025/10/06/550x309/1000094202_1759745591804_1759745613081.jpg,Hindustan Times,sports,"6 Oct 2025, 15:47"
Defending champion Arsenal opens vs. record 8-time winner Lyon in revamped Women's Champions League,https://www.hindustantimes.com/sports/football/defending-champion-arsenal-opens-vs-record-8-time-winner-lyon-in-revamped-women-s-champions-league-101759742044872.html,https://www.hindustantimes.com/ht-img/img/2025/06/30/550x309/football2_1751286882884_1751286895207.jpg,Hindustan Times,sports,"6 Oct 2025, 14:44"
Chess fans react as Hikaru throws D. Gukesh’s king into crowd after match; read,https://www.hindustantimes.com/htcity/chess-fans-react-as-hikaru-nakamura-throws-dommaraju-gukeshs-king-into-crowd-after-us-india-checkmate-heres-why-101759734386646.html,https://www.hindustantimes.com/ht-img/img/2025/10/06/550x309/plalals_1759735283406_1759735298418.png,Hindustan Times,sports,"6 Oct 2025, 13:00"
"Chhetri, Sandesh return as India name 23-member squad for do-or-die clash",https://www.hindustantimes.com/sports/football/sunil-chhetri-sandesh-jhingan-return-as-india-name-23-man-squad-for-do-or-die-clash-against-singapore-101759722344026.html,https://www.hindustantimes.com/ht-img/img/2025/10/06/550x309/File-picture-of-India-football-team-skipper-Sunil-_1759722473009_1759722485110.jpg,Hindustan Times,sports,"6 Oct 2025, 09:22"
Why Hikaru Nakamura threw D Gukesh's king into the crowd after winning,https://www.hindustantimes.com/sports/others/why-hikaru-nakamura-threw-d-gukeshs-king-into-the-crowd-after-winning-at-checkmate-usa-vs-india-event-101759719238401.html,https://www.hindustantimes.com/ht-img/img/2025/10/06/550x309/Untitled_design_1759720027073_1759720031601.jpg,Hindustan Times,sports,"6 Oct 2025, 09:03"
Nakamura lambasted for showing 'vulgarity' after throwing Gukesh's king,https://www.hindustantimes.com/sports/others/hikaru-nakamura-lambasted-for-showing-vulgarity-after-throwing-d-gukeshs-king-into-crowd-childish-tasteless-act-101759717717759.html,https://www.hindustantimes.com/ht-img/img/2025/10/06/550x309/Untitled_design_1759717986423_1759717991272.jpg,Hindustan Times,sports,"6 Oct 2025, 08:17"
Humiliation for Barcelona as Sevilla hand over footballing lessons,https://www.hindustantimes.com/sports/football/humiliation-for-barcelona-as-sevilla-hand-over-footballing-lessons-atletico-drop-points-101759716526037.html,https://www.hindustantimes.com/ht-img/img/2025/10/06/550x309/TOPSHOT-FBL-ESP-LIGA-SEVILLA-BARCELONA-1_1759716678783_1759716695750.jpg,Hindustan Times,sports,"6 Oct 2025, 07:46"
Haaland continues his hot streak as Manchester City brush aside Brentford,https://www.hindustantimes.com/sports/football/erling-haaland-continues-on-with-his-hot-streak-as-manchester-city-brush-aside-brentford-101759715033786.html,https://www.hindustantimes.com/ht-img/img/2025/10/06/550x309/SOCCER-ENGLAND-BRE-MCI--92_1759715107733_1759715117199.JPG,Hindustan Times,sports,"6 Oct 2025, 07:15"
Sinner's Shanghai title defense ends in heartbreak; Cramps force him to retire,https://www.hindustantimes.com/sports/tennis/jannik-sinners-shanghai-title-defense-ends-in-heartbreak-cramps-force-world-no-2-to-retire-from-third-round-101759712756332.html,https://www.hindustantimes.com/ht-img/img/2025/10/06/550x309/TENNIS-ATP-CHN-10_1759712975906_1759712996035.jpg,Hindustan Times,sports,"6 Oct 2025, 06:44"
Is Hailee Steinfeld at the Bills vs Patriots game tonight?,https://www.hindustantimes.com/sports/us-sports/is-hailee-steinfeld-at-the-bills-vs-patriots-game-tonight-josh-allens-wife-attends-bills-practice-101759710214633.html,https://www.hindustantimes.com/ht-img/img/2025/10/06/550x309/Bills-Allen-Steinfeld-Wedding-Football-0_1748740617769_1759710242701.jpg,Hindustan Times,sports,"6 Oct 2025, 06:10"
Why did Fox switch from Lions vs. Bengals to Commanders vs. Chargers? Fans angry,https://www.hindustantimes.com/sports/us-sports/why-did-fox-switch-from-lions-vs-bengals-to-commanders-vs-chargers-fans-voice-frustration-101759701722820.html,https://www.hindustantimes.com/ht-img/img/2025/10/05/550x309/Lions-Bengals-Football-72_1759706409275_1759706422398.jpg,Hindustan Times,sports,"6 Oct 2025, 04:52"
"Emari Demercado's epic goal line fumble leads to TD reversal, leaves fans angry",https://www.hindustantimes.com/sports/us-sports/emari-demercados-epic-goal-line-fumble-leads-to-td-reversal-cardinals-fans-say-inexcusable-101759704598023.html,https://www.hindustantimes.com/ht-img/img/2025/10/05/550x309/FOOTBALL-NFL-ARI-SEA--47_1759704737666_1759704759841.JPG,Hindustan Times,sports,"6 Oct 2025, 04:29"
Russell Martin fired as head coach of struggling Scottish giant Rangers,https://www.hindustantimes.com/sports/others/russell-martin-fired-as-head-coach-of-struggling-scottish-giant-rangers-101759704359994.html,https://www.hindustantimes.com/ht-img/img/2025/06/30/550x309/ht-generic_sports2_1751287373503_1751287382987.jpg,Hindustan Times,sports,"6 Oct 2025, 04:15"
Steven Fisk birdies his last 3 holes in Mississippi to win first PGA Tour title,https://www.hindustantimes.com/sports/others/steven-fisk-birdies-his-last-3-holes-in-mississippi-to-win-first-pga-tour-title-101759703694448.html,https://www.hindustantimes.com/ht-img/img/2025/06/30/550x309/ht-generic_sports3_1751287397748_1751287408612.jpg,Hindustan Times,sports,"6 Oct 2025, 04:04"
Eagles' offensive woes continue as Broncos hand Super Bowl champs their first loss,https://www.hindustantimes.com/sports/us-sports/eagles-offensive-woes-continue-as-broncos-hand-super-bowl-champs-their-first-loss-101759703575551.html,https://www.hindustantimes.com/ht-img/img/2025/05/20/550x309/nbanfl4_1747757828975_1747757829201.jpg,Hindustan Times,sports,"6 Oct 2025, 04:02"
Brewers' Jackson Chourio (hamstring) status for Game 2 is unclear,https://www.hindustantimes.com/sports/us-sports/brewers-jackson-chourio-hamstring-status-for-game-2-is-unclear-101759700740872.html,https://www.hindustantimes.com/ht-img/img/2025/05/20/550x309/nbanfl2_1747757317483_1747757345341.png,Hindustan Times,sports,"6 Oct 2025, 03:15"
Tyreek Hill injury: Dolphins star's trade talks take hit; Chiefs take final call,https://www.hindustantimes.com/sports/us-sports/tyreek-hill-injury-update-miami-dolphins-stars-trade-talks-take-hit-chiefs-take-final-call-101759697167195.html,https://www.hindustantimes.com/ht-img/img/2025/10/05/550x309/Tyreek_Hill_1759699789564_1759699789754.jpg,Hindustan Times,sports,"6 Oct 2025, 03:00"
Rico Dowdle injury: What happened to the Panthers RB? Week 6 status revealed,https://www.hindustantimes.com/sports/us-sports/rico-dowdle-injury-update-what-happened-to-the-panthers-rb-week-6-status-revealed-101759696494577.html,https://www.hindustantimes.com/ht-img/img/2025/10/05/550x309/Rico_Dowdle_1759696661888_1759696662156.jpg,Hindustan Times,sports,"6 Oct 2025, 02:17"
"Broncos rally snaps Eagles unbeaten record, Ravens slump deepens",https://www.hindustantimes.com/sports/us-sports/broncos-rally-snaps-eagles-unbeaten-record-ravens-slump-deepens-101759697054799.html,https://www.hindustantimes.com/ht-img/img/2025/05/20/550x309/nbanfl3_1747757353938_1747757376231.png,Hindustan Times,sports,"6 Oct 2025, 02:14"
Jets skycam row to Giants-Saints roughing call: Big NFL referee errors on Sunday,https://www.hindustantimes.com/sports/us-sports/from-new-york-jets-fox-skycam-row-to-giants-saints-roughing-call-big-nfl-referee-errors-on-sunday-101759688280657.html,https://www.hindustantimes.com/ht-img/img/2025/10/05/550x309/Referee_1759696674718_1759696674939.jpg,Hindustan Times,sports,"6 Oct 2025, 02:08"
Taylor Swift spent over $350K on Travis Kelce’s birthday gifts last year,https://www.hindustantimes.com/sports/us-sports/travis-kelce-turns-36-look-back-to-when-taylor-swift-reportedly-spent-350k-on-luxury-gifts-for-nfl-stars-big-day-101759673633987.html,https://www.hindustantimes.com/ht-img/img/2025/10/05/550x309/sjhjhj_1756231501847_1756231511285_1759674168276.jpg,Hindustan Times,sports,"6 Oct 2025, 01:34"
Is Derrick Henry hurt? Ravens RB's struggles leaves fantasy managers frustrated,https://www.hindustantimes.com/sports/us-sports/is-derrick-henry-hurt-ravens-wrs-continuing-struggles-leaves-fantasy-managers-frustrated-101759691191559.html,https://www.hindustantimes.com/ht-img/img/2025/10/05/550x309/Derrick_Henry_1759692971887_1759692972212.jpg,Hindustan Times,sports,"6 Oct 2025, 00:48"
Will Taylor Swift attend Chiefs vs. Jaguars Week 5 game on Monday?,https://www.hindustantimes.com/sports/us-sports/will-taylor-swift-attend-chiefs-vs-jaguars-to-cheer-travis-kelce-amid-life-of-a-showgirl-buzz-101759687328420.html,https://www.hindustantimes.com/ht-img/img/2025/10/05/550x309/People---Travis-Kelce---Taylor-Swift-0_1759687412337_1759687424667.jpg,Hindustan Times,sports,"6 Oct 2025, 00:15"
Breece Hall injury return: What happened to Jets RB? When will he return?,https://www.hindustantimes.com/sports/us-sports/breece-hall-injury-return-what-happened-to-jets-rb-when-will-he-return-details-out-101759688373574.html,https://www.hindustantimes.com/ht-img/img/2025/10/05/550x309/FBN-SPO-NEW-YORK-JETS-V-TAMPA-BAY-BUCCANEERS-17_1759688690797_1759688708958.jpg,Hindustan Times,sports,"6 Oct 2025, 00:06"
Para Worlds: Silver lining on final day boosts India’s best haul,https://www.hindustantimes.com/sports/others/para-worlds-silver-lining-on-final-day-boosts-india-s-best-haul-101759685775655.html,https://www.hindustantimes.com/ht-img/img/2025/10/05/550x309/India-s-Priti-Pal-celebrates-after-winning-the-sil_1759685773364_1759688329988.jpg,Hindustan Times,sports,"5 Oct 2025, 23:48"
Why Lamar Jackson didn't play vs Houston Texans on Sunday. Latest injury update,https://www.hindustantimes.com/sports/us-sports/why-lamar-jackson-didnt-play-vs-houston-texans-on-sunday-latest-on-ravens-stars-injury-101759687546774.html,https://www.hindustantimes.com/ht-img/img/2025/10/05/550x309/Lamar_Jackson_1759687973495_1759687973697.jpg,Hindustan Times,sports,"5 Oct 2025, 23:44"
Gujarat government to observe 'Vikas Saptah' from October 7 to mark 24 years of development,https://economictimes.indiatimes.com/news/politics-and-nation/gujarat-government-to-observe-vikas-saptah-from-october-7-to-mark-24-years-of-development/articleshow/124342276.cms,"https://img.etimg.com/thumb/msid-124342276,width-640,height-480,imgsize-231638/gujarat-government-to-observe-vikas-saptah-from-october-7-to-mark-24-years-of-development.jpg",Economic Times,politics,"6 Oct 2025, 19:36"
Can share CCTV data only with high courts: CEC Gyanesh Kumar,https://economictimes.indiatimes.com/news/politics-and-nation/can-share-cctv-data-only-with-high-courts-cec-gyanesh-kumar/articleshow/124342130.cms,"https://img.etimg.com/thumb/msid-124342130,width-640,height-480,imgsize-128292/can-share-cctv-data-only-with-high-courts-cec-gyanesh-kumar.jpg",Economic Times,politics,"6 Oct 2025, 19:25"
NDA will again form govt in Bihar with thumping majority: State BJP chief,https://economictimes.indiatimes.com/news/politics-and-nation/nda-will-again-form-govt-in-bihar-with-thumping-majority-state-bjp-chief/articleshow/124342038.cms,"https://img.etimg.com/thumb/msid-124342038,width-640,height-480,imgsize-144172/nda-will-again-form-govt-in-bihar-with-thumping-majority-state-bjp-chief.jpg",Economic Times,politics,"6 Oct 2025, 19:22"
SC rejects ex-Tamil Nadu minister Senthil Balaji's plea seeking clarification of earlier order,https://economictimes.indiatimes.com/news/politics-and-nation/sc-rejects-ex-tamil-nadu-minister-senthil-balajis-plea-seeking-clarification-of-earlier-order/articleshow/124341651.cms,"https://img.etimg.com/thumb/msid-124341651,width-640,height-480,imgsize-77358/sc-rejects-ex-tamil-nadu-minister-senthil-balajis-plea-seeking-clarification-of-earlier-order.jpg",Economic Times,politics,"6 Oct 2025, 19:04"
'Every Bihari will become CM': Tejashwi Yadav calls Bihar polls festival of change,https://economictimes.indiatimes.com/news/politics-and-nation/every-bihari-will-become-cm-tejashwi-yadav-calls-bihar-polls-festival-of-change/articleshow/124340623.cms,"https://img.etimg.com/thumb/msid-124340623,width-640,height-480,imgsize-106272/every-bihari-will-become-cm-tejashwi-yadav-calls-bihar-polls-festival-of-change.jpg",Economic Times,politics,"6 Oct 2025, 18:17"
"Bypolls in J-K, Odisha, Jharkhand, Mizoram, Punjab, Telangana, Rajasthan on Nov 11: CEC",https://economictimes.indiatimes.com/news/politics-and-nation/bypolls-in-j-k-odisha-jharkhand-mizoram-punjab-telangana-rajasthan-on-nov-11-cec/articleshow/124339842.cms,"https://img.etimg.com/thumb/msid-124339842,width-640,height-480,imgsize-128292/bypolls-in-j-k-odisha-jharkhand-mizoram-punjab-telangana-rajasthan-on-nov-11-cec.jpg",Economic Times,politics,"6 Oct 2025, 17:41"
"Sudhanshu Trivedi condemns alleged TMC attack on BJP leaders Shankar Ghosh, Khagen Murmu as dangerous and unfortunate",https://economictimes.indiatimes.com/news/politics-and-nation/sudhanshu-trivedi-condemns-alleged-tmc-attack-on-bjp-leaders-shankar-ghosh-khagen-murmu-as-dangerous-and-unfortunate/articleshow/124339688.cms,"https://img.etimg.com/thumb/msid-124339688,width-640,height-480,imgsize-40446/sudhanshu-trivedi-condemns-alleged-tmc-attack-on-bjp-leaders-shankar-ghosh-khagen-murmu-as-dangerous-and-unfortunate.jpg",Economic Times,politics,"6 Oct 2025, 17:34"
"After Bihar, ECI to conduct SIR throughout India, announces Chief Election Commissioner Gyanesh Kumar",https://economictimes.indiatimes.com/news/politics-and-nation/after-bihar-eci-to-conduct-sir-throughout-india-announces-chief-election-commissioner-gyanesh-kumar/articleshow/124338999.cms,"https://img.etimg.com/thumb/msid-124338999,width-640,height-480,imgsize-90768/after-bihar-eci-to-conduct-sir-throughout-india-announces-chief-election-commissioner-gyanesh-kumar.jpg",Economic Times,politics,"6 Oct 2025, 17:09"
"Shiv Sena (UBT)-MNS alliance will be 'from heart and mind', says Sanjay Raut",https://economictimes.indiatimes.com/news/politics-and-nation/shiv-sena-ubt-mns-alliance-will-be-from-heart-and-mind-says-sanjay-raut/articleshow/124339029.cms,"https://img.etimg.com/thumb/msid-124339029,width-640,height-480,imgsize-66884/shiv-sena-ubt-mns-alliance-will-be-from-heart-and-mind-says-sanjay-raut.jpg",Economic Times,politics,"6 Oct 2025, 17:06"
"'No revolution next month,' says Siddaramaiah, rejecting leadership change in Karnataka",https://economictimes.indiatimes.com/news/politics-and-nation/no-revolution-next-month-says-siddaramaiah-rejecting-leadership-change-in-karnataka/articleshow/124338893.cms,"https://img.etimg.com/thumb/msid-124338893,width-640,height-480,imgsize-30590/no-revolution-next-month-says-siddaramaiah-rejecting-leadership-change-in-karnataka.jpg",Economic Times,politics,"6 Oct 2025, 17:05"
Supreme Court Rejects Appeal From Ghislaine Maxwell,https://www.nytimes.com/2025/10/06/us/politics/supreme-court-ghislaine-maxwell-epstein-appeal.html,https://static01.nyt.com/images/2025/09/30/us/politics/00dc-scotus-maxwell/00dc-scotus-maxwell-square640.jpg,New York Times,politics,"6 Oct 2025, 00:00"
Supreme Court Returns to Face Trump Tests of Presidential Power,https://www.nytimes.com/2025/10/06/us/politics/supreme-court-presidential-power.html,https://static01.nyt.com/images/2025/10/05/multimedia/05DC-SCOTUS-fclj/05DC-SCOTUS-fclj-square640.jpg,New York Times,politics,"6 Oct 2025, 00:00"
Nearly 20 Percent Fewer International Students Traveled to the U.S. in August,https://www.nytimes.com/interactive/2025/10/06/upshot/us-international-student-travel.html,https://static01.nyt.com/images/2025/10/03/multimedia/2025-09-24-international-students-index/2025-09-24-international-students-index-square640-v6.png,New York Times,politics,"6 Oct 2025, 00:00"
‘Bow to the Emperor’: We Asked 50 Legal Experts About the Trump Presidency,https://www.nytimes.com/2025/10/06/magazine/legal-experts-trump-justice-department.html,https://static01.nyt.com/images/2025/10/19/magazine/19mag-fragility-illo1/19mag-fragility-illo1-square640-v3.jpg,New York Times,politics,"6 Oct 2025, 00:00"
Trump Calls Deadly Strikes on Boats in Caribbean an ‘Act of Kindness’,https://www.nytimes.com/2025/10/05/us/politics/trump-caribbean-strikes-drugs-kindness.html,https://static01.nyt.com/images/2025/10/05/multimedia/05trump-news-strikes-speech-kfbv/05trump-news-strikes-speech-kfbv-square640.jpg,New York Times,politics,"5 Oct 2025, 00:00"
Trump Renews Layoff Threats as Shutdown Accusations Continue to Fly,https://www.nytimes.com/2025/10/05/us/politics/trump-democrats-shutdown.html,https://static01.nyt.com/images/2025/10/05/multimedia/05trump-news-shutdown-pfbz/05trump-news-shutdown-pfbz-square640.jpg,New York Times,politics,"5 Oct 2025, 00:00"
"2 Motorists Charged in Chicago, Including One Shot by Federal Agent",https://www.nytimes.com/2025/10/05/us/politics/chicago-motorists-charged-border-patrol.html,https://static01.nyt.com/images/2025/10/05/multimedia/05trump-news-chicago-charges-qkml/05trump-news-chicago-charges-qkml-square640.jpg,New York Times,politics,"5 Oct 2025, 00:00"
Judge Again Blocks Guard Deployment as Trump Expands His Targets,https://www.nytimes.com/2025/10/05/us/trump-national-guard-california-oregon-newsom.html,https://static01.nyt.com/images/2025/10/10/multimedia/nat-portland-guard-sub-kblj/nat-portland-guard-sub-kblj-square640-v2.jpg,New York Times,politics,"5 Oct 2025, 00:00"
Pritzker Says Federal Agents Are Trying to Make Chicago a ‘War Zone’,https://www.nytimes.com/2025/10/05/us/politics/pritzker-chicago-immigration.html,https://static01.nyt.com/images/2025/10/05/multimedia/05trump-news-pritzker-tpgj/05trump-news-pritzker-tpgj-square640.jpg,New York Times,politics,"5 Oct 2025, 00:00"
Both Parties Are Resigned to Deadlock as Shutdown Takes Hold,https://www.nytimes.com/2025/10/05/us/politics/parties-deadlock-shutdown.html,https://static01.nyt.com/images/2025/10/05/multimedia/05dc-Memo1-kvgw/05dc-Memo1-kvgw-square640.jpg,New York Times,politics,"5 Oct 2025, 00:00"
‘My annual reminder to you’: Padma Lakshmi believes thayir sadam (curd rice) is one of the ‘best hot weather dishes’,https://indianexpress.com/article/lifestyle/food-wine/padma-lakshmi-thayir-sadam-curd-rice-hot-weather-dish-10272040/,https://images.indianexpress.com/2025/09/Padma-Lakshmi-curd-rice.jpg,Indian Express,lifestyle,"5 Oct 2025, 20:30"
Does my sunscreen actually work? Here’s what’s behind the latest SPF concerns,https://indianexpress.com/article/lifestyle/does-my-sunscreen-actually-work-heres-whats-behind-the-latest-spf-concerns-10288615/,https://images.indianexpress.com/2025/10/sunscreen-1.jpg,Indian Express,lifestyle,"5 Oct 2025, 19:30"
"Hugging pandas for a living? Yes, it’s a real job in China",https://indianexpress.com/article/lifestyle/pets-animals/hugging-pandas-for-a-living-yes-its-a-real-job-in-china-10259046/,https://images.indianexpress.com/2025/09/panda.jpg,Indian Express,lifestyle,"5 Oct 2025, 18:30"
Are you planning on trying a monotrophic diet? Learn what it can do to your blood sugar levels,https://indianexpress.com/article/lifestyle/health/mono-diet-learn-what-it-can-do-to-your-blood-sugar-levels-10204462/,https://images.indianexpress.com/2025/08/fibre-rich-diet.jpg,Indian Express,lifestyle,"5 Oct 2025, 16:57"
‘What are you wearing?’: Saiyaara director Mohit Suri recalls Aneet Padda’s audition mishap; expert shares strategies to overcome setbacks,https://indianexpress.com/article/lifestyle/workplace/mohit-suri-recalls-aneet-padda-disastrous-first-audition-10162946/,https://images.indianexpress.com/2025/08/aneet-mohit.jpg,Indian Express,lifestyle,"5 Oct 2025, 15:44"
